item_id,category,price,discount,recency
3be497cb-0,Sports,480.49,0,289
4eaba910-8,Sports,465.95,20,234
7bfbfd94-7,Clothing,195.8,20,207
099b46cb-1,Home & Kitchen,100.78,0,469
a9b57c56-1,Toys,31.79,0,253
36f6022c-6,Home & Kitchen,493.53,30,370
10fcf229-3,Toys,190.3,50,193
de5e986e-7,Beauty,22.77,50,314
26b61a09-1,Sports,307.9,15,397
1d3bb5fd-9,Toys,150.05,0,437
0b938bcf-d,Toys,347.71,10,178
8d5bccd1-3,Toys,136.24,0,423
6a9e51ec-b,Beauty,146.47,10,339
25458e74-d,Clothing,448.81,20,281
b33afedd-a,Books,286.12,30,193
cf11150e-3,Toys,308.37,50,292
84c9273b-5,Electronics,286.47,5,322
d986c065-8,Books,350.59,0,216
2c14c5cd-a,Clothing,254.32,0,277
18df8182-6,Clothing,297.32,0,230
ec20f7ba-1,Toys,219.48,25,286
f367ee26-d,Books,134.52,30,238
4d872e66-a,Sports,34.07,10,456
0b9b177e-a,Electronics,339.21,25,258
63799771-c,Electronics,335.09,15,174
fb8a4697-5,Sports,338.0,10,324
3b188e25-6,Toys,348.31,20,360
d68623f3-f,Toys,357.9,30,259
5e4309df-9,Sports,27.03,15,336
cb932ccc-5,Books,465.64,0,263
e594132a-a,Beauty,416.88,25,190
a0b69e5a-5,Beauty,170.97,50,252
db38b528-1,Home & Kitchen,460.19,50,426
e75ab5dd-f,Home & Kitchen,327.39,15,432
cae07d8a-c,Clothing,451.34,10,373
0de2edaa-c,Home & Kitchen,297.02,5,354
ba2c4d0b-b,Beauty,359.48,10,195
d1ea2388-0,Beauty,105.45,10,356
9964a78a-f,Sports,30.46,30,275
1bd34f46-f,Books,247.76,25,456
5ade36b9-a,Toys,260.81,30,258
b83f2b71-b,Toys,21.41,5,372
06b65d09-0,Beauty,27.13,30,236
036f2fe1-2,Clothing,304.86,15,228
74744f71-4,Books,69.37,0,182
89625cd3-1,Clothing,50.93,20,202
ae8d3eae-6,Toys,337.58,5,256
210baeee-c,Clothing,252.65,10,455
840db3df-5,Electronics,400.08,50,347
36e9439c-e,Home & Kitchen,320.67,50,171
ad73b872-2,Clothing,427.29,5,261
83292e34-7,Clothing,396.76,5,228
86a55194-0,Toys,61.37,20,476
ab4ed7ce-a,Home & Kitchen,200.57,15,335
aaefb8df-e,Books,457.69,20,321
f07e1c4a-e,Sports,56.97,0,371
99c19952-1,Clothing,289.27,15,380
093ae015-8,Toys,365.26,0,465
081c5408-8,Books,44.14,50,227
6f9c6a73-0,Beauty,32.7,5,191
2c6437d5-0,Clothing,223.04,25,242
8d8504b9-2,Books,256.64,10,244
1943f09a-4,Sports,82.48,10,301
8961518f-6,Home & Kitchen,493.82,25,167
1bb48f49-2,Home & Kitchen,430.5,5,388
ad3dd065-0,Toys,12.1,20,403
23e94b32-e,Sports,474.41,0,233
9412f332-b,Toys,243.52,15,464
d1db315e-8,Sports,394.83,20,459
cb403165-3,Books,175.86,0,255
4068c6cc-f,Sports,237.77,20,391
759b4aed-d,Books,143.21,5,471
f8103189-a,Toys,222.65,20,394
26b7a7e9-d,Sports,348.18,0,168
e66a4d85-4,Clothing,152.52,0,471
79a3bbca-d,Books,448.26,30,388
0c60ae4e-f,Clothing,459.22,10,187
16aa4a41-3,Home & Kitchen,432.11,10,422
e53da9e7-5,Clothing,320.98,10,484
1d60b62b-e,Sports,104.47,10,253
13d2a56c-7,Sports,249.4,30,374
16d121ec-a,Books,39.02,25,362
b80cc9c3-a,Sports,185.53,15,258
f7e0f6f0-f,Clothing,463.55,15,417
efd11390-1,Electronics,277.05,25,444
19603713-f,Sports,159.03,20,428
7c2e02c5-f,Home & Kitchen,53.69,25,297
e359b315-2,Sports,350.46,5,187
42fdf304-9,Sports,358.64,5,238
9d0e8539-f,Books,33.8,30,436
f0095bdf-b,Home & Kitchen,188.8,10,257
c0ecbccc-e,Sports,178.75,15,180
10c04914-7,Toys,185.17,0,228
5d4c0577-0,Sports,417.51,0,225
58aa2a00-6,Books,407.59,50,229
575b7120-d,Beauty,230.14,20,238
e3135ee0-b,Beauty,207.06,30,468
dcce0ed9-3,Electronics,166.69,15,243
2e82b12b-e,Electronics,476.53,15,312
9083dac4-8,Beauty,420.41,0,366
a9b75daf-4,Books,408.9,5,339
9b2eb9f8-b,Clothing,311.9,0,416
a604afd7-c,Electronics,160.11,30,189
98bb0634-3,Toys,100.64,15,395
4c5d05af-4,Clothing,79.12,5,256
10f9fb68-2,Toys,115.23,25,278
b8265a41-6,Clothing,212.08,10,290
3ad00ebe-5,Sports,25.95,15,163
61a89e00-6,Toys,336.87,0,173
5c344e7e-8,Beauty,43.47,50,168
fdb8a7f4-c,Electronics,185.53,20,340
7586ecdc-5,Clothing,483.62,5,250
1bbfa35f-1,Sports,30.28,30,417
9c4d9173-9,Books,482.52,5,346
3a0742ad-c,Toys,359.32,0,299
80655c44-1,Toys,386.46,30,296
fcd5caf1-3,Books,36.34,50,387
c1a2396c-c,Toys,328.64,25,441
bf0e5aab-7,Home & Kitchen,141.52,20,280
ae8de22c-f,Sports,310.66,50,367
a4397891-6,Sports,311.01,5,484
0e60eaee-3,Toys,60.79,20,344
2b2e8a4f-7,Home & Kitchen,252.0,30,481
023a6d02-4,Clothing,213.0,25,165
d41b9799-8,Electronics,191.77,25,218
ec04ee8b-b,Clothing,239.31,10,351
58f0bb2e-0,Home & Kitchen,212.42,50,452
3f5fd069-8,Books,209.08,5,267
634aa8eb-d,Clothing,394.82,0,195
c11cf3e8-4,Home & Kitchen,305.94,5,266
27d825b4-e,Home & Kitchen,390.66,15,160
0a113398-3,Beauty,402.97,50,277
06506e6c-8,Beauty,280.99,30,448
dee40ad7-9,Sports,309.55,10,332
bd32ad96-9,Beauty,471.41,25,345
ad922c38-1,Sports,46.48,0,305
253d232c-e,Beauty,338.0,0,416
0e16bb68-d,Home & Kitchen,171.64,20,259
6a198ec0-3,Home & Kitchen,488.06,15,402
a80e01a6-4,Electronics,334.67,50,417
87786ea9-7,Clothing,448.02,30,314
1f7ef990-f,Clothing,424.33,5,183
9febb427-c,Sports,56.69,25,414
87f0d140-4,Sports,431.13,50,464
c756485e-5,Clothing,353.93,0,273
7c8cb492-9,Toys,54.61,0,212
bf6ca00b-4,Home & Kitchen,90.79,0,289
97f6e07b-a,Beauty,424.21,30,236
c46ba7fb-a,Beauty,45.8,25,225
d00045a5-7,Toys,301.6,20,190
ecd83830-9,Home & Kitchen,241.97,10,287
91e28e7b-b,Books,335.84,5,295
68c330d6-1,Sports,317.46,0,466
8a241150-c,Clothing,53.79,5,415
d3076535-1,Beauty,459.39,30,298
e0b93f87-1,Home & Kitchen,175.33,20,340
956bb0df-7,Beauty,69.77,30,243
5dfd69d9-d,Beauty,157.11,10,230
df2752c8-3,Beauty,102.7,30,264
2f19e634-2,Clothing,312.85,25,282
75c9c188-a,Clothing,317.59,30,377
eff5b46d-f,Beauty,218.68,10,451
e436cd21-e,Sports,56.45,50,447
7d443016-7,Beauty,85.54,25,293
c6e8e685-2,Toys,200.44,50,163
7f815c17-f,Electronics,132.23,25,442
41de6e0b-3,Sports,217.61,10,441
921d4f13-4,Books,227.44,10,351
8432da61-7,Electronics,154.15,20,252
d19df4c1-7,Books,19.42,0,313
eb72dd01-6,Home & Kitchen,423.01,5,455
4fc43503-b,Electronics,352.47,0,309
5c194e4d-5,Books,323.85,50,165
8583655b-4,Clothing,96.34,20,409
77eebc88-5,Toys,11.54,25,358
dc145f91-a,Beauty,376.52,0,479
75d4498d-1,Electronics,258.91,25,357
4aab29e2-f,Sports,209.44,30,392
aacdd2c4-c,Beauty,489.9,10,362
d1247110-6,Beauty,371.81,50,428
8227ea90-9,Toys,40.04,0,425
4a86d1fb-3,Sports,384.6,5,424
2f32fabd-6,Books,259.47,15,430
8b31adf8-f,Sports,483.34,5,398
cd056501-f,Toys,253.19,5,342
2c009751-7,Toys,419.4,50,346
c3862bfa-7,Home & Kitchen,245.52,20,183
f2a45064-4,Clothing,280.31,10,292
7deb0c35-a,Sports,67.67,50,307
3f2757b0-5,Home & Kitchen,364.44,20,472
b072608e-d,Books,44.29,10,231
d86224a6-5,Beauty,461.31,30,482
c157dce7-a,Toys,473.17,10,223
c77431bc-6,Home & Kitchen,133.49,50,214
680206e7-9,Clothing,430.32,15,342
35c9ea9d-e,Sports,466.36,0,465
8298b8bb-a,Electronics,274.4,25,451
ee387572-7,Books,29.3,0,316
50e481c0-5,Sports,122.96,15,286
17c41fd0-2,Beauty,333.18,10,379
d831b4b9-c,Books,221.69,5,279
889d5066-d,Toys,250.53,10,160
903cb2e0-3,Electronics,135.86,15,459
e39375fe-c,Electronics,225.4,15,393
7121fc95-b,Books,172.45,0,477
adfc7a07-5,Sports,89.42,5,406
a55367ed-0,Beauty,488.14,50,439
efa8cfb9-7,Electronics,107.61,25,391
925e172b-3,Toys,463.05,15,355
b52f485a-a,Books,304.57,5,478
4ae93dc1-f,Electronics,32.78,30,335
e4c4fb8c-b,Sports,56.83,30,279
edb15fad-1,Home & Kitchen,158.57,25,485
5c4eb084-f,Toys,251.72,5,242
51a993a4-f,Beauty,10.09,15,354
228f3945-3,Toys,303.28,0,310
7c30f0b9-c,Electronics,312.92,15,194
319ec9d3-3,Home & Kitchen,402.85,15,424
8701783e-b,Home & Kitchen,70.44,25,430
d8d5bbee-a,Beauty,181.51,15,181
9bed94c1-4,Toys,448.07,0,333
cdb2d37a-5,Books,211.53,30,187
fd629be3-9,Home & Kitchen,196.14,25,292
b7c4ad12-d,Home & Kitchen,295.8,0,252
9049ae69-3,Books,362.26,0,326
6acff5a9-7,Sports,188.56,15,319
6f64c12e-e,Sports,308.79,25,343
5055970f-f,Toys,53.1,50,379
c21445bf-b,Toys,204.25,20,338
e6dbc8e3-b,Clothing,117.23,0,384
3e468113-f,Home & Kitchen,156.3,0,287
76aa1ea0-8,Home & Kitchen,486.62,30,254
e94fcef7-e,Beauty,221.1,5,456
96dad3eb-2,Beauty,377.15,0,469
402f8310-9,Clothing,198.3,30,428
cc29b70c-9,Electronics,450.82,5,286
564328a3-b,Beauty,214.8,25,310
d041bc6d-6,Clothing,178.58,50,451
190f2c5a-4,Sports,237.9,30,322
d5415a88-b,Beauty,34.93,50,366
31b244c4-e,Clothing,64.64,50,403
3154eee7-f,Toys,170.08,50,168
a5cfe885-e,Beauty,276.05,10,433
39fae33a-1,Beauty,48.61,25,319
d44a2095-d,Toys,367.32,20,325
939d5107-f,Electronics,34.09,20,407
364eca44-2,Clothing,468.37,15,302
0a7f521e-d,Beauty,358.01,5,265
d3cf0826-b,Home & Kitchen,131.56,30,452
1f32d8cc-c,Books,123.61,15,250
a99dea2b-5,Toys,263.15,5,262
d8eb9263-5,Clothing,333.61,10,181
38cf2d1c-5,Books,285.17,0,270
4c7f1e50-b,Toys,494.04,5,372
842ffe80-1,Clothing,405.3,20,379
293a38fe-d,Clothing,450.5,5,284
37d5ff11-d,Toys,342.2,30,360
b1877937-7,Sports,141.64,50,366
a700768e-1,Books,420.46,5,433
1e2d8f24-1,Books,154.85,30,172
a2638fa2-0,Toys,14.98,50,212
2dc07f56-1,Electronics,222.53,30,454
531dde67-e,Electronics,469.59,10,305
8546c4a0-9,Electronics,159.68,30,275
56e92b46-5,Clothing,332.28,5,438
b8db29c2-8,Clothing,43.45,25,433
d36761e5-d,Home & Kitchen,189.9,15,473
54a76b2a-1,Clothing,469.25,15,370
cf82e4f9-e,Home & Kitchen,176.77,0,313
8df2d84a-8,Home & Kitchen,50.18,50,274
7ce62017-e,Electronics,472.29,0,376
570d72b8-e,Books,168.18,5,277
3230bb6d-2,Clothing,302.29,10,428
cc0deb02-8,Toys,229.69,25,252
a4d482bc-d,Sports,39.88,5,325
23f814dd-0,Clothing,487.58,15,367
26fe9d8a-2,Beauty,435.68,0,239
8851dc3a-b,Beauty,246.05,30,475
8c3a1e6d-f,Toys,354.39,10,174
c908ffae-d,Home & Kitchen,429.88,25,283
1204b685-8,Beauty,382.0,20,240
cfdde875-f,Sports,358.92,30,400
6bab26fc-f,Sports,299.6,25,370
fe92f8a3-b,Beauty,399.82,50,472
e33efac7-7,Home & Kitchen,493.1,25,286
f01054be-4,Home & Kitchen,367.95,30,359
b41deede-e,Electronics,24.9,10,393
08e2216f-5,Beauty,271.48,50,335
4f2ee81f-b,Toys,196.43,15,484
83154e70-7,Electronics,158.88,5,215
82a78612-e,Clothing,79.33,20,260
434c53a0-b,Beauty,82.45,0,298
42d95dd7-9,Beauty,120.64,0,172
76255c12-3,Books,41.21,0,301
bac908ce-6,Beauty,57.34,20,258
53007736-c,Sports,339.34,15,352
e61f1ff4-c,Clothing,204.21,15,438
a536d3c3-c,Toys,338.65,30,431
ce2e6997-2,Sports,489.79,50,380
59529419-b,Clothing,109.25,5,218
cb7235e5-6,Clothing,51.45,15,472
bc9dfe4a-6,Electronics,335.99,20,356
0950f467-5,Clothing,330.38,15,185
69c85c6c-4,Electronics,131.14,5,315
19394d50-9,Beauty,70.91,10,455
06057d1a-1,Clothing,60.45,20,372
9f25d201-2,Beauty,15.53,10,370
3f521c90-8,Sports,73.02,15,206
db03816d-5,Beauty,145.2,15,166
b5b87c28-8,Toys,169.63,0,175
b6a495f7-3,Books,298.89,0,462
88463def-0,Toys,44.62,50,308
cd387cb1-7,Electronics,141.65,50,192
d434ef75-f,Beauty,68.93,10,216
5c71109f-d,Books,466.55,25,161
1a4d08fc-9,Books,363.65,25,350
69e5ece3-0,Electronics,332.45,50,330
a0aee878-0,Beauty,70.54,30,231
dde8b508-8,Clothing,419.78,20,265
78c2c072-a,Books,229.55,15,179
18dbb72e-4,Beauty,352.62,0,368
f9e78c04-0,Clothing,291.47,15,290
bab0e53c-1,Books,283.16,30,369
d8f5d269-b,Toys,191.38,15,463
3d9f2988-2,Toys,342.06,15,396
17e4ef98-9,Beauty,161.34,0,426
eca7c8f5-7,Sports,65.76,10,236
b25e6146-5,Home & Kitchen,479.55,50,413
873a1c84-4,Home & Kitchen,38.91,50,281
f0aa6c04-d,Beauty,110.36,30,228
f1d4ba1b-c,Electronics,249.3,5,220
24762d59-0,Electronics,211.9,15,207
99bb9054-c,Toys,442.51,0,180
2ae18f21-9,Toys,315.06,25,467
2a124c4b-6,Beauty,343.3,30,396
96122269-e,Electronics,283.44,15,318
c7e00823-9,Home & Kitchen,370.42,30,291
b902f571-4,Beauty,196.54,0,191
1251f351-5,Beauty,135.73,15,246
0de4281d-7,Clothing,129.34,15,243
27bd0cd5-0,Books,35.85,10,258
43adcdc7-3,Beauty,247.91,20,474
7ffbe709-f,Home & Kitchen,343.77,30,394
4c89d93f-f,Home & Kitchen,219.9,0,477
af4922af-0,Sports,111.63,30,369
097b7e8b-0,Electronics,12.81,0,427
d4f0c64c-7,Toys,42.07,15,215
506b541e-e,Books,12.31,10,233
d22cc472-c,Toys,117.78,10,347
c5a7acf5-b,Sports,139.02,30,468
033b7ee6-6,Clothing,470.95,20,484
6a7a39f4-6,Clothing,219.54,15,373
e6656e33-1,Toys,121.26,0,335
67eaf6d5-5,Electronics,247.73,20,198
ca4b2436-d,Books,96.82,5,341
5d23a21a-a,Toys,62.47,15,258
27c69f35-a,Clothing,367.66,20,445
4a2530fc-2,Home & Kitchen,349.25,10,271
0e7f9e8d-a,Clothing,130.8,25,425
8144b8b1-3,Clothing,186.72,50,273
12685d60-d,Home & Kitchen,364.33,30,230
6cc3bafb-d,Toys,442.58,5,309
8e083444-0,Home & Kitchen,114.99,5,387
d6bdabc8-0,Home & Kitchen,239.96,50,293
ef3686c3-d,Home & Kitchen,105.15,5,239
78d1d70f-0,Clothing,169.17,25,196
e812760e-5,Toys,102.19,15,363
dbd440a0-a,Clothing,448.45,0,195
af9fe8b3-3,Home & Kitchen,253.96,10,372
5461a379-b,Books,11.78,50,175
47a3946a-3,Clothing,369.37,0,188
a5869197-0,Clothing,428.52,50,289
de597029-b,Books,381.47,30,202
523ad572-6,Electronics,414.58,20,437
b5aadce1-c,Clothing,49.72,10,408
0244459e-1,Toys,51.29,30,338
65f8d376-1,Sports,309.46,0,475
e139b477-2,Beauty,313.73,30,435
20c97f3f-3,Books,272.64,20,164
5bcb7043-d,Home & Kitchen,267.6,20,436
2bed8c90-3,Beauty,498.34,5,164
af4eb230-a,Toys,161.07,10,397
cb999c1d-3,Books,282.59,25,405
f4a3e8cd-0,Home & Kitchen,270.51,25,177
87e3f91f-e,Beauty,486.77,30,324
499bf772-5,Books,70.29,25,389
9f3b277a-9,Sports,286.09,25,219
df454d33-a,Beauty,15.28,20,168
ad544888-c,Toys,493.29,25,164
0461bb46-9,Home & Kitchen,499.03,50,371
ec298b70-1,Toys,55.74,20,462
b06f4427-0,Electronics,39.08,0,321
d6fd4ffa-b,Books,184.5,0,194
21e66fb0-8,Sports,23.78,25,360
1c5dc486-3,Toys,305.11,5,245
b9a0b553-3,Beauty,70.75,30,416
527c6afc-d,Toys,47.82,50,430
29fd9f4c-2,Electronics,315.17,0,433
9dd6fa49-2,Home & Kitchen,391.15,30,252
fa9b0c94-c,Home & Kitchen,208.82,0,382
898d3b83-7,Clothing,167.14,10,169
3bac057e-7,Toys,103.58,30,396
4c32a366-9,Clothing,330.62,30,436
a599e26a-7,Toys,332.62,20,205
2d6d02c8-3,Electronics,378.56,10,201
a57d6d95-d,Toys,316.26,0,391
9f8a2ddf-4,Home & Kitchen,342.44,20,189
1cc77022-7,Beauty,397.84,30,199
1754a1c2-0,Electronics,108.21,10,202
39dbd736-8,Home & Kitchen,18.66,0,377
75b4dee8-f,Beauty,409.47,30,220
21cd54a6-b,Home & Kitchen,173.97,30,170
fe8c0849-5,Beauty,168.6,15,357
40253e54-c,Home & Kitchen,339.21,10,290
bdcbf1db-5,Electronics,285.03,25,275
3aae97ce-e,Toys,248.35,0,309
397a849e-9,Home & Kitchen,457.3,0,349
5e8d2fa4-b,Beauty,473.99,30,339
fbe0711d-8,Home & Kitchen,374.73,15,313
f48ee0b6-4,Books,98.06,0,275
3153fc70-c,Sports,96.7,15,473
df647eab-1,Sports,242.2,30,202
1094a34f-c,Home & Kitchen,68.81,25,435
06e64a6d-9,Home & Kitchen,279.24,50,413
5256329a-b,Electronics,157.2,10,336
94d1d4e5-8,Sports,100.84,20,416
346ca473-d,Sports,475.29,25,419
c0b2e627-a,Home & Kitchen,354.3,25,470
e86bbd6a-c,Electronics,411.94,0,343
9e362869-e,Home & Kitchen,394.76,25,398
14f61c03-2,Beauty,145.13,25,321
d415a5a0-0,Home & Kitchen,357.28,10,464
13e61b83-0,Electronics,471.26,15,226
0a207bc4-2,Home & Kitchen,266.52,20,359
966fffa4-8,Clothing,424.42,5,160
73b70ac2-6,Toys,340.82,0,342
e4712712-5,Clothing,14.61,5,379
1be08cb5-0,Beauty,361.82,20,173
26f79595-6,Books,408.43,50,361
da3142f3-3,Clothing,298.3,25,192
1c112403-d,Sports,107.22,0,326
ea327b14-f,Books,62.65,50,355
b5f17aa1-3,Clothing,388.74,15,195
27f8c0d1-a,Electronics,170.72,5,346
616ab617-1,Electronics,427.8,20,262
1db0a0d7-d,Sports,172.15,0,235
a45383ed-9,Clothing,123.37,25,308
36253681-2,Beauty,395.77,20,435
5211bcb4-4,Electronics,326.73,15,224
936b1b79-4,Beauty,196.18,30,293
45eb8579-5,Home & Kitchen,355.37,10,478
3df45155-a,Beauty,72.64,20,405
7b21851a-f,Clothing,94.64,30,395
6f35afb4-0,Sports,363.85,5,188
3b81e1b0-2,Beauty,182.2,30,343
6f80640c-e,Beauty,114.15,20,457
c92cf5c0-2,Clothing,135.7,15,208
dd4ab37f-9,Beauty,421.02,25,355
9f50736e-b,Electronics,476.41,10,359
d6e2737f-c,Electronics,92.19,10,483
8b9e7563-e,Clothing,258.6,15,446
027fc4d8-d,Clothing,154.47,5,469
e31e4665-3,Toys,57.82,10,458
6bcafd23-8,Beauty,493.56,30,483
94db1f71-4,Toys,92.41,50,195
468410b1-b,Sports,433.77,20,239
523b5770-d,Sports,368.86,50,279
c86217cd-2,Clothing,227.2,20,208
a7f2a6e5-d,Toys,167.04,20,249
916c2bf4-7,Beauty,129.27,15,261
f412ae56-7,Clothing,434.22,25,437
89e30633-9,Beauty,397.35,10,370
ab9809e2-9,Sports,116.85,30,210
8b6956ef-0,Sports,356.66,5,252
e2ea7af7-9,Beauty,202.5,50,479
6ab73ad3-c,Beauty,373.86,30,337
a3592481-b,Clothing,247.81,0,297
87a2c25d-1,Home & Kitchen,298.05,5,380
03645f13-2,Beauty,364.54,5,249
81601d96-c,Sports,48.49,10,292
6b482363-8,Home & Kitchen,270.36,15,213
62f53ba1-6,Home & Kitchen,279.37,0,248
1a2c6fc4-3,Sports,235.71,20,337
3c244368-d,Sports,358.33,5,459
7cd8f2a8-d,Beauty,62.99,30,178
516465df-c,Sports,108.95,0,165
4c20f3a2-4,Clothing,321.56,25,370
a3bb0ee7-6,Sports,271.59,25,176
8fb834c6-d,Books,498.73,25,272
c7432ae5-d,Beauty,135.77,25,292
b4683e3f-5,Home & Kitchen,341.68,10,425
c6678dfd-e,Beauty,187.86,20,231
d1a4dd43-b,Toys,273.85,0,275
05276afc-4,Sports,359.75,30,446
d0feadab-5,Sports,497.98,50,482
b23e0152-d,Clothing,191.08,20,310
fd3499b4-a,Electronics,425.53,30,450
99c4efc0-3,Sports,116.19,20,371
590b8280-4,Sports,365.32,5,236
f007440f-4,Books,12.56,20,421
0afa4ac3-f,Toys,133.11,10,323
36d673d6-b,Beauty,415.94,10,464
2ab88ed7-e,Books,57.71,15,373
ede349c0-3,Toys,51.09,10,368
fc66d1b9-d,Books,480.65,30,183
b34b4437-c,Home & Kitchen,495.95,5,294
6d0c7871-b,Home & Kitchen,55.64,15,327
0c788a9d-f,Beauty,244.52,5,371
df7fe53a-3,Clothing,485.72,10,332
cd56e7a6-9,Clothing,152.19,15,395
fc24fdb7-0,Beauty,481.03,50,178
99312242-3,Beauty,74.24,10,217
04e031b4-7,Home & Kitchen,108.12,50,271
ceac98df-1,Home & Kitchen,418.85,0,444
bd178e35-6,Sports,323.61,5,379
5933b2dd-2,Sports,473.15,10,465
4ecdcc3c-d,Electronics,439.29,20,329
fde4af99-e,Electronics,415.71,5,436
ce8d953e-0,Toys,197.33,20,437
74f9d647-0,Sports,488.2,5,449
54c6c382-8,Beauty,238.75,20,189
4ae6e368-7,Books,37.22,30,376
bb939790-9,Clothing,478.77,20,162
fd5ff259-b,Clothing,441.14,15,363
45a890f4-2,Toys,209.12,30,363
ab4b088f-1,Toys,71.71,10,241
edcf8345-f,Sports,213.18,15,345
4ee44cb9-b,Beauty,417.6,20,346
ac890a55-a,Books,347.93,15,457
b7ddde9c-d,Toys,431.65,25,345
0b325fcf-3,Sports,212.6,0,410
e9916462-0,Home & Kitchen,485.75,20,234
2a8e2f78-1,Electronics,230.19,25,385
062b2e28-5,Books,90.16,5,304
e80188fd-b,Toys,361.98,10,286
5ee2c43a-4,Clothing,404.79,5,181
a0ad1806-c,Books,256.82,15,359
791f0dd9-1,Sports,442.96,5,442
8bf6dbe2-e,Home & Kitchen,32.72,30,217
4d852084-c,Home & Kitchen,90.24,0,358
705d8bd6-e,Sports,117.91,0,254
d14ce47a-e,Beauty,389.12,25,432
fa938c93-7,Beauty,450.24,0,367
0a815ba8-4,Books,329.33,15,179
0a39160c-f,Electronics,344.85,5,360
2c770b54-1,Home & Kitchen,343.88,5,383
1eeee585-b,Books,423.67,50,446
1a8229ee-a,Beauty,16.99,0,178
bac7facb-1,Books,483.73,20,210
cc0167d3-4,Sports,245.8,10,221
3f842f24-8,Beauty,55.84,0,397
cd6bbc83-e,Home & Kitchen,390.3,20,418
d7510d30-2,Books,147.52,25,297
85f214bf-1,Clothing,493.32,10,369
ada798d8-7,Books,110.72,25,242
fc0f7387-2,Books,164.11,5,231
7b620e7c-8,Clothing,282.41,5,466
5e0804fa-9,Clothing,139.5,25,474
630e08f4-d,Home & Kitchen,413.16,15,161
9326646d-7,Books,37.42,5,478
fc1ec9e9-d,Beauty,464.57,10,314
5c071a3e-3,Electronics,57.23,5,304
eb2fb3d1-7,Electronics,254.76,0,328
fb339072-0,Clothing,59.22,10,368
be87620f-9,Toys,219.74,20,185
5b7987b2-2,Toys,452.36,5,403
6a90f71c-1,Beauty,269.81,5,389
6c3e6be6-b,Electronics,325.14,20,280
34578a9e-2,Toys,439.39,50,478
38f70e29-6,Beauty,429.22,25,477
d45881db-8,Clothing,220.71,10,397
16fda4a4-4,Toys,12.15,5,484
3aa04295-7,Home & Kitchen,348.91,15,215
080a1588-6,Books,176.27,10,379
e01a29bc-7,Beauty,115.08,15,455
7f4e3932-a,Toys,442.08,50,412
934af6fa-9,Sports,289.28,20,374
713d5f95-d,Books,321.34,5,206
35bf1d25-e,Toys,73.18,50,268
e2cad399-f,Beauty,14.65,15,221
fd62a479-8,Clothing,166.33,50,380
af094393-c,Home & Kitchen,368.81,5,220
49d274a9-8,Sports,140.52,30,395
0e29a6fa-2,Beauty,468.38,25,271
14634891-f,Beauty,424.75,20,451
921cad79-9,Home & Kitchen,367.63,15,347
6eed063d-8,Home & Kitchen,269.57,10,346
76d6e659-f,Books,168.68,25,276
4c54bc3f-1,Beauty,291.45,15,230
9a339c33-e,Toys,256.77,10,357
6a8083d3-7,Home & Kitchen,477.27,30,190
4e37126e-2,Beauty,344.29,20,330
ab0bb71f-3,Books,347.22,15,468
6e814027-4,Sports,100.75,30,249
c57a437c-b,Home & Kitchen,464.61,0,210
6b72dfda-c,Clothing,30.49,20,419
d289d18d-5,Sports,331.13,20,462
be1966eb-d,Clothing,214.77,20,313
e0798a1e-4,Home & Kitchen,55.69,50,323
1537c930-7,Beauty,240.01,30,361
0ec45da7-5,Electronics,151.5,10,317
5968e23a-f,Sports,82.55,20,227
183d23fb-b,Books,161.32,0,381
4ce71e3b-1,Clothing,255.65,10,368
b5f6a3f5-4,Clothing,14.37,0,213
b376b897-5,Clothing,145.14,15,241
337e0f42-b,Toys,447.34,30,261
e0d9a8f7-e,Electronics,41.41,20,316
c9ab8562-0,Electronics,469.59,5,424
3f9836de-1,Sports,138.81,50,175
71a834ba-5,Books,152.35,50,263
13bca435-3,Books,391.14,15,396
862a9954-7,Beauty,264.31,5,331
eb3a18a3-c,Books,94.05,25,345
05b50e6a-0,Toys,132.08,20,288
6492654a-a,Electronics,410.94,0,293
b848fedb-4,Beauty,299.69,5,286
74a1e24e-f,Books,260.56,5,290
da7b19b9-e,Clothing,92.61,50,407
9110011e-9,Clothing,373.0,5,223
06b288a3-1,Clothing,424.68,15,421
2cc466c8-3,Books,105.0,10,377
c8dbe801-6,Home & Kitchen,26.92,20,222
1d6ec559-1,Toys,26.81,50,399
0879e7a2-3,Sports,333.98,30,345
21f1ffb4-5,Electronics,381.69,30,242
909e867e-a,Home & Kitchen,212.65,50,271
974faa53-8,Books,375.68,10,263
d4274eed-2,Electronics,38.74,10,376
ed5918a0-f,Home & Kitchen,185.13,5,304
65d571aa-f,Beauty,156.51,15,479
b71df685-1,Home & Kitchen,106.27,15,185
2d2a8bb5-4,Home & Kitchen,137.59,15,179
b9f308d2-3,Toys,38.62,50,365
bccfc6f0-b,Sports,316.12,25,367
44966d58-e,Clothing,118.28,15,391
9a47068b-3,Beauty,120.16,10,215
5a8fe0a0-4,Sports,286.23,0,185
fa789197-d,Home & Kitchen,334.87,15,370
8bf1214c-c,Books,79.07,30,409
c5e4d064-f,Beauty,248.07,15,168
c4e3be90-8,Books,158.66,5,281
5140fdf2-0,Sports,233.88,10,367
b1aefea9-0,Books,324.33,0,198
3c274f70-1,Sports,416.78,50,240
7d22dcf8-6,Clothing,163.98,20,199
41474000-7,Beauty,462.11,30,473
e957083c-5,Home & Kitchen,441.45,10,230
